event_id,room_id
E:ISFGHUDLWW,0103_01_1.B00
E:BVHU2DDB1T,0335_02_2.14
E:JEKDOBQQMI,2701_01_FU308
E:JEKDOBQQMI,2701_01_FU307
E:2FQSETA3PI,2701_01_FU307
E:PWXJCD7MLJ,0113_00_G.14
E:TF5QB3KYJ8,0113_00_G.14
E:NF57QASLAO,0335_05_5.3
E:DIF6TT912Z,0112_00_G.02
E:H28A63P79W,0113_00_G.14
E:KPYLWG9SGL,0113_02_2.36
E:XHWLOC7LDV,0201_05_5.07
E:7T1LQ6NZBE,0335_04_4.3
E:1O4K9243Y8,0201_04_4.12
E:XYGN9FZASQ-00001,0201_02_2.06
E:Y1J8OFH8HP,0335_03_3.4
E:3731AHRWE4-00001,0252_01_1.4
E:B2YR3NZWOG-00001,0001_02_2.349
E:21MGAPN6U8,0003_00_G.04
E:VTCHSENU4Y-00001,0001_01_1.266
E:9MYST2JZ2X,0335_04_4.1
E:Q2QFBH1AQ4,0335_04_4.3
E:XNDG46IEEI,0450_04_4.70
E:ZY9SNU8L6Q,0335_04_4.1
E:PF2UP2JEZQ,0229_01_1.A
E:QMNJVLN3MH,0335_02_2.4
E:U5YAURAYES,0335_01_1.4
E:AQWLJWMH6Q,0001_01_1.270
E:65WUPJCKIR,0450_04_4.70
E:NAS95OZ7UT-00002-00001,0227_00_G.06
E:PLQTFAI82Z-00002-00001,0214_00_G.02
E:ZDLE8VJ6U2,0450_01_1.55
E:VQB4OVOWUW,0335_00_G.13
E:EO67ID1QTG-00002-00001,0214_00_G.02
E:AJ1WCH7NJW,0335_04_4.3
E:DRTKRBGJ16-00002-00001,0227_00_G.02
E:29SZIGNFKC,0450_01_1.40
E:Q1OKXL4EOO,0335_01_1.4
E:3QB7J7G4N9,0113_01M_01M.452
E:ED87EUC16X,0113_01M_01M.452
E:SK8YD39ZCY,0227_02_2.13
E:285E77A67R-00001,0113_00_G.202B
E:DXGBQ2M1T2,0113_00_G.202B
E:BOF9DJV4PT,0113_01M_01M.452
E:E5UEKHV2N7,0113_00_G.205
E:QGFUN75WUJ-00001,0335_00_G.01
E:ZUIIVESUN1,0227_02_2.30
E:NE7PYACMM8,0113_01_1.425
E:AC36TDD7L3,0113_01M_01M.474
E:O59LLRYY7D,0113_00_G.203
E:H59G3ZRUJ8,0210_00_GFS1
E:46JG3FICI4-00001,0001_01_1.270
E:82ONJKFFJ4,0113_01M_01M.473
E:SBOHTFA485,0113_01M_01M.27
E:7U2EXWZG48,0227_03_3.13
E:TX78IVCMMZ,0227_03_3.30
E:VY2HATT1HK,0113_01_1.434
E:LXKQ66USOE,0229_01_1.A
E:UOLEMJBDMO,0113_01_1.425
E:149GGD3QG7,LectureTheatre_ChambersStreetMuseum
E:5URJBSLPZ7-00001,0113_01_1.42
E:EPN1KILEOS-00002,0208_00_G.8
E:XBR5A8MW8T-00001,0113_00_G.203
E:TPJPFAB47B-00002,0228_-1_LG.07
E:6CN8DI7UQG,0450_03_3.62
E:D96HWSANB4-00001,0450_03_3.62
E:HYDPKUMAOR,0201_07_7.14
E:MFT6XM2P2U,GreatHall_NicolsonSquare
E:YWFHAEP9K5,0113_01M_01M.452
E:Y741152EF3,0113_01M_01M.467
E:8WH31VNB9C,0228_12_12.18
E:EUH2WIA3VQ,0113_01M_01M.20
E:XC1JM92S5R-00001,0113_01_1.434
E:2HFKFYKQG5-00001,0113_01M_01M.27
E:6I2PJTLBTR,0113_01M_01M.469
E:S8LKAFO1RY-00001,0113_01_1.434
E:ZZAP4BRGDC,0208_00_G.8
E:PUPJLQ23P3,0113_01_1.416
E:MWBJMOW7R5,0113_01M_01M.452
E:FG8YH5GUJY-00001,0008_00_G.252
E:TJVKUYMXR5-00001,2701_01_FU224
E:Y32V8OE864,0113_02M_02M.24
E:QN7G6XUGX9-00001,0113_01_1.42
E:TDTQ43PCKC,0113_01M_01M.473
E:26XOVNEAWM,0201_02_2.06
E:VMDVU2RU8D-00007,0229_01_1.C
E:SI73HBGGQD,0113_01M_01M.452
E:2VCTP28AGU,0113_01_1.42
E:O18ES62LL9-00001,0113_00_G.200
E:MWBA1PEHT3,0113_01M_01M.452
E:2OOWZEM5NE,0113_01_1.434
E:RNVZ2G85LL,0113_01M_01M.452
E:49V2TVWWR3-00003,0113_01_1.425
E:O14I5J5K7B-00001,0113_00_G.203
E:DQKLXAT3GL,2701_00_GU216
E:RFAWHF4YAS,0113_01M_01M.474
E:1Z9TKQA7YJ,0113_00_G.204
E:463J4LKXVA,0613_03_3.3212
E:NACHE38W62,0646_00_G.05(U)
E:IBG8JQEU43,0601_00_G.14
E:18LNLXZELQ-00001,0639_02_2.07
E:XWYUF8VYAT,0613_03_3.3212
E:VCWJ8MTLZX,0613_03_3.3212
E:ARJVBS79XX-00001,0632_00_G.092
E:XH734QAX6O,0613_03_3.3212
E:XH1IABI6YQ-00003,2716_00_G.22
E:6W13V5P77S,0003_01_1.02
E:EIXKXFPGB2-00001,0335_04_4.3
E:PIUYDQA68H,0450_01_1.55
E:U6LY3JU7W7,0335_01_1.4
E:APK19BPOCK,0113_01M_01M.473
E:FTS28UMM28,0003_00_G.03
E:BBY7S7JNXJ,0311_02_2.05
E:CJAEO32EGK,0335_01_1.4
E:KKK8SIXY94,0335_01_1.4
E:WA3G683PIN,0450_01_1.50
E:TWIZXCSCD6,0335_01_1.4
E:ANAIZJ8V1C,0003_01_1.02
E:5LYKWXNH17-00001,0335_05_5.1
E:8GUOFDWAK7,0201_02_2.07
E:UKEK9YTX1L,0219_00_G.01
E:CQ5H5C2WFL,0226_01_1.12
E:BKFTAHRCRX,0450_03_3.32
E:AKZE86S33I,0226_-1_LG.18
E:DYA5XPNTMZ,0226_00_GF.14
E:HZ7Z7UPT9I,0300_00_NG.02
E:TRW4ST5GXE,0335_04_4.3
E:RT28PQ89HJ-00001,0226_01_1.02
E:T2AWUDBXKK,0226_01_1.12
E:RF4A3U8T25-00001,0226_-1_LG.14
E:RT28PQ89HJ-00005,0226_01_1.02
E:CSBIO99NM8,0226_01_1.02
E:LF32KQQMCO,0226_01_1.12
E:ZJTMRU33CE,0226_01_1.12
E:RF4A3U8T25-00002,0450_01_1.50
E:BKFTAHRCRX,0450_03_3.35
E:YPFYLKDUZ4,0335_04_4.1
E:GIHI3I4JWC,0008_-1_B.153
E:RT28PQ89HJ,0226_01_1.02
E:RT28PQ89HJ-00004,0226_01_1.02
E:OANYEUHHGZ,0226_-1_LG.19
E:RT28PQ89HJ-00003,0226_01_1.02
E:7NBBH4OZ24,0226_01_1.02
E:5Q7P9W1JI8,0226_01_1.12
E:1OEJ3FHD58,0226_01_1.02
E:RT28PQ89HJ-00002,0226_01_1.02
E:CC4EGQ7GOL,0226_-1_LG.14
E:4SW3ANR65H,0226_-1_LG.14
E:JEWB8TISKO,0226_-1_LG.14
E:XFPMBH97TP,0335_04_4.2
E:K5H1V8ADDQ,0226_-1_LG.18
E:WEJSORREDA,0551_01_1.19
E:W4A8ZYTYIT,0210_-1_B.51
E:HPIJ57DMYW,0227_01_1.02
E:DSOL8LFWF4,0551_01_1.26
E:RIPKFQH9PZ-00005,0421_E_E.19
E:RIPKFQH9PZ-00005,0421_E_E.11
E:SAWARUCM6D-00002,0423_O_O.17
E:H1QUIZEEBW,0335_00_G.01
E:7UOQXRR3A9-2,0422_J_J.03
E:HD4G5OET96,0551_00_G35
E:ETGT66W61G,0115_00_G.22
E:LP5KLQRNSY-00002-1,0421_E_E.22
E:Y97568AA25,0113_01_1.425
E:RIPKFQH9PZ-00005,0421_C_C.01
E:7KXFAI29RX,0591_-1_B1.06
E:YB3KM6NWG7,0591_-1_B1.05
E:RIPKFQH9PZ-00005,0421_C_C.03
E:RIPKFQH9PZ-00005,0421_E_E.20_F.02
E:7P48JTPVL3,0551_00_G34
E:HSRTQO791T,0421_E_E.22
E:OWULDPBHB6,0450_01_1.40
E:1QXMGJP3KC,0115_00_G.22
E:3PZ33IRCRC,0423_P_P.13
E:A2SJI27S5M,0008_00_G.251
E:8WN1Y455OT,0254_01_1.01
E:7L1X18TRYK,0008_00_G.267
E:CLD7MWDYVC,0008_01_1.302
E:8W4ECKYQ4T,0115_00_G.22
E:S7MD3FESS7,0422_L_L.04
E:FBUN1PWC7B,0421_C_C.28
E:RFD51856ZT,LectureTheatre_ChambersStreetMuseum
E:WIPO99PGB1,0551_-1M_M1
E:Y6YFASZJUH,0115_00_G.22
E:ZAU5JJEQZJ-00001,0422_L_L.06
E:RIPKFQH9PZ-00005,0421_E_E.15
E:C3F489SL8M,0423_Q_Q.24
E:RIPKFQH9PZ-00005,0421_F_F.08
E:RYGOZWHHCR,0421_C_C.26
E:EKG181UNJF-00004,0424_05_5.21
E:C3F489SL8M,0423_Q_Q.18
E:RIPKFQH9PZ-00005,0421_E_E.13
E:FTAUVT7JLM,0551_00_G42
E:3IP3Y1POKC-00001,0335_04_4.3
E:F22NM635D7,0335_03_3.3
E:EVF7126HYR,0424_05_5.21
E:RIPKFQH9PZ-00005,0421_E_E.14
E:2MKTG1V6A9,0450_01_1.55
E:Z9OQFI39MC-00003,0335_05_5.3
E:JFMYQDGBKF,0450_01_1.52
E:IQINI7ZT9N,0450_01_1.63
E:1XPA59NVQ8-00001,0450_03_3.35
E:JFMYQDGBKF-00001,0450_01_1.52
E:JFMYQDGBKF-00001,0450_01_1.50
E:E2UMZDBT5Z,0450_01_1.62
E:RBC1EHY833,0450_01_1.60
E:1XPA59NVQ8,0450_03_3.35
E:RBC1EHY833-00001,0450_01_1.60
E:3JSEGM6VQ8,0450_01_1.63
E:1XPA59NVQ8-00001,0450_03_3.32
E:EXHBJLPVJO,0450_01_1.55
E:E2UMZDBT5Z,0450_01_1.55
E:2PMSG4LDW7-00001,0450_03_3.52
E:MBUM6QNYNM-00001,0450_01_1.40
E:2MKTG1V6A9,0450_01_1.62
E:66YP5AJZSY,0401_02_2.28
E:D3YMCGPINZ,0450_02_2.20
E:MBUM6QNYNM,0450_01_1.40
E:BVEJIR57UY,0450_01_1.40
E:Z9OQFI39MC-00002,0228_-1_LG.11
E:JFMYQDGBKF,0450_01_1.50
E:WK4WMBR3FI,LectureTheatre_ChambersStreetMuseum
E:JDA51V6S8X,GreatHall_NicolsonSquare
E:EXHBJLPVJO,0450_01_1.62
E:BVEJIR57UY-00001,0450_01_1.40
E:IQINI7ZT9N,0450_01_1.60
E:EK2CCOVX7D,0103_01_1.B19
E:3JSEGM6VQ8,0450_01_1.60
E:1XPA59NVQ8,0450_03_3.32
E:KFLKL6PECU-00003,2701_00_GU108
E:KZIYR9RWH8,2701_00_GU216
E:1LT8KEIGNU,0229_01_1.A
E:QUAW9AQ3RB,0113_02_2.65
E:CGDLZLEVVH-00001-00001,0401_01_AssemblyHall
E:Q9URY7QOQK,0113_02_2.65
E:ZKAGX8FYG6,0113_02_2.65
E:8Z19FZMSEL,0254_01_1.09
E:QWL8T2F6DZ,2701_00_GU318
E:KFLKL6PECU-00003,2701_01_FU222
E:ZTKFX9FUGG-00001,0335_02_2.1
E:NXGSODEBKR,2701_00_GU318
E:CGDLZLEVVH-00001,0401_01_AssemblyHall
E:8YVMVRC8F6,0103_01_1.B09
E:X54K8MBCYI,2701_00_GU216
E:CGDLZLEVVH-00003,0401_01_AssemblyHall
E:8Z19FZMSEL-00002,0254_01_1.09
E:7BKIYD84O8,2701_00_GU318
E:WUSJ4N2HBX,0103_01_1.B19
E:PVXPCTNV9O,2701_01_FU224
E:KFLKL6PECU-00003,2701_00_GU322
E:MGTOFXV1NO,2701_01_FU321
E:KFLKL6PECU-00001,0401_01_AssemblyHall
E:YCX4YKS3SU,0228_-1_LG.07
E:KFLKL6PECU-00003,2701_01_FU223
E:MJWH3E8EIB,0113_02_2.65
E:8Z19FZMSEL-00001,0254_01_1.09
E:FGCY6C8GAU,2701_01_FU223
E:MGTOFXV1NO,2701_01_FU308
E:5F5PB9YQDN,0113_02_2.65
E:7IEZJEUYQW,2701_00_GU216
E:4ODYDG7TUK,2701_01_FU308
E:ZTKFX9FUGG-00002,0335_02_2.1
E:KFLKL6PECU-00003,2701_00_GU216
E:CGDLZLEVVH,0229_01_1.A
E:QQBI6P527S,2701_00_GU216
E:1ZL76FM31V,0103_01_1.B09
E:RRBWQLWIWD,0103_01_1.B19
E:KFLKL6PECU-00003,2701_01_FU224
E:CGDLZLEVVH-00002,0401_01_AssemblyHall
E:74QAX71Y76,0113_02_2.65
E:1LT8KEIGNU-00001,0225_02_2.201
E:TATNZK7J4L,0228_-1_LG.07
E:ZTKFX9FUGG,0335_02_2.1
E:HS2Z13V4DW,0228_-1_LG.07
E:MGTOFXV1NO,2701_01_FU307
E:JT4U1I87Z1-00041,0555_02_2.1
E:F4977J3RJV,0335_02_2.18
E:12Z5VRPZR2-00002,0551_00_G37
E:SCBH2EBADU-1,0558_05_5.11
E:EF8G3Q31TU,GreatHall_NicolsonSquare
E:1RUXXQZVX7,LectureTheatre_ChambersStreetMuseum
E:JT4U1I87Z1-00047,0551_01_1.26
E:58MIJGHEVZ,0551_-1_LG34
E:SX3KWZHNF2,0335_04_4.3
E:3P3ZR17YQJ,0558_04_4.20
E:GKTMEOV7T8,0564_04_4.5
E:R8V2XHQSOR-00005,0558_02_2.2
E:12Z5VRPZR2-00001,0551_00_G37
E:LLQQUJRNQI,0558_01_1.19
E:J52832ECUQ-00001,0555_00_G.1
E:K3ZJSSPUU2,0558_05_5.3
E:6WQLW3QW1N,0551_01_1.37
E:X3VZJINPUC-1,0564_04_4.5
E:JT4U1I87Z1-00042,0551_01_1.26
E:GKTMEOV7T8-00001,0564_00_G4
E:ZLUY452J6G,0564_03_3.8
E:JT4U1I87Z1-00046,0551_01_1.26
E:9CEW6ND15Z,GreatHall_NicolsonSquare
E:RPU97CVZJL-00001,0551_00_G21
E:YC3O5KRX38-00007,0564_04_4.5
E:8HELBB5QWC,LectureTheatre_ChambersStreetMuseum
E:IJ3O8DMJY8,GreatHall_NicolsonSquare
E:RO3S8N863I,0558_04_4.4
E:98DLQTSLDO,0335_02_2.1
E:O8FCC2YD4U,0311_02_2.01
E:12Z5VRPZR2,0551_00_G37
E:6IUZ5LRXDE,0564_02_2.14
E:WZH9LAHOX3-00001,0558_00_G.03
E:JT4U1I87Z1-00043,0551_01_1.26
E:NPBFBCHWAM,0591_-1_B1.11
E:2U5J7RMS6S-00001,0564_03_3.25
E:5V7S3BQ9LY,0551_01_1.18
E:L7L7C4ENY4,0728_00_G.45
E:ZFDSFDF9SC,0704_00_G.22
E:UEZU8ODSWH,0728_00_G.45
E:62V128ZBYU,0728_00_G.66
E:1NXHPSV4LQ,0728_00_G.03
E:Y8A7RWJXXW,0728_00_G.02A
E:J5ST6UWOSC,0728_00_G.45
E:TIK6MIQCSI,0728_00_G.02
E:OF61Z8N234,0728_00_G.03
E:QJR1JQYXZZ,0728_01_1.21
E:JR63ZPPKSY,0728_00_G.45
E:PGZROJ9VF8-00010,0728_00_G.03
E:WL8TAWP5B9,0728_00_G.45
E:1NXHPSV4LQ,0728_00_G.03A
E:8DLJVSL163,0728_00_G.58
E:EX2NCWLG51,0728_00_G.01
E:BT7UTI3PHL,0728_01_1.21
E:677G231YKT,0728_00_G.03A
E:PQRICYASLT,0728_00_G.66
E:3EEO1BHV3E,0728_01_1.21
E:QD6HPWRV8D,0728_00_G.66
E:YWTWN6WFLL,0728_00_G.45
E:J2N45TLQ75,0727_00_GB.26
E:WEZCOSDI2S,0728_00_G.66
E:E5MB3KFUHA,0728_00_G.02A
E:2UH8V37YF6,0728_00_G.58
E:9RIB87LI9H,0728_01_1.21
E:2H4RDRTRBV,0728_00_G.58
E:GT29DN5FV5,0728_00_G.58
E:QMPHWUCF2S,0704_00_G.13.14
E:NW3R3Z8T3H,0728_00_G.66
E:9NFPYN8LOM,0728_00_G.01
E:5C4X2BT6TR,0728_00_G.66
E:OF61Z8N234,0728_00_G.03A
E:6I899BS8SN,0728_00_G.03A
E:EPMO2EADW8,0704_00_G.04
E:G3P63SDTZ5,0728_00_G.58
E:TKDKYCMC75,0728_01_1.26
E:QRGFRNGE5V,0704_00_G.22
E:RN9U4ZNIUC,0728_01_1.27
E:FKLH5OB9CC,0728_01_1.26
E:76I3D9437N,0748_00_G.12
E:JIWQ169V14,0728_01_1.21
E:EB9EFJNXDY,0728_00_G.03
E:8ZR92WBSYV,0728_00_G.66
E:88M313UR7H,0727_00_GB.26
E:QCCS4AMOAH,0732_00_XX
E:6AV39KDAC4,0704_00_G.13.14
E:JC5Z84BED3,0728_00_G.66
E:9KARLS3STY,0728_00_G.66
E:UIJIW7U6TG,0704_00_G.22
E:YBOCDN9QR8,0728_00_G.01
E:IOM8QIZQKB,0728_00_G.66
E:ZSAA17XRB1,0728_00_G.58
E:VINY1T3LDS,0728_00_G.58
E:6I899BS8SN,0728_00_G.03
E:EWYYJG3386,0728_01_1.21
E:XA6CGG525F,0728_01_1.28
E:AP1Q3XO8LW,0728_01_1.21
E:RKKCGV8YQ5,0728_01_1.25
E:M9HYF1XX1K,0728_00_G.12
E:IEMAS5QTOP,0728_00_G.01
E:TIK6MIQCSI,0728_00_G.12
E:9UFADINH3I,0704_00_G.13.14
E:4WRBZHDCR1,0704_00_G.22
E:TPYMLC1IFC,0728_01_1.26
E:GIUDAH5TVO,0728_00_G.58
E:PZXEQCOULS,0728_00_G.02A
E:LATF9MBI2G,0728_00_G.58
E:PZXEQCOULS,0728_00_G.02
E:Y8ZFYR5GPT,0728_00_G.45
E:TIK6MIQCSI,0728_00_G.58
E:YEWQY2OYMA,0728_00_G.01
E:LPLDF2IEVR,0728_00_G.66
E:677G231YKT,0728_00_G.03
E:EDBVVIBOSZ,0728_00_G.58
E:VRR9R3E2OE,0728_01_1.21
E:EB9EFJNXDY,0728_00_G.03A
E:6AV39KDAC4,0704_00_G.04
E:237H4QFWF7,0728_00_G.02
E:TKCXAPBI42,0732_00_XX
E:T66TABTQLD,0728_00_G.01
E:EFL7S3D1XE,0728_01_1.28
E:Y8A7RWJXXW,0728_00_G.02
E:QMPHWUCF2S,0704_00_G.04
E:M7W7USUHTH,0728_00_G.66
E:D9XBXD7A88,0728_00_G.11
E:PGZROJ9VF8-00009,0728_01_1.28
E:QLMVT1PI6D,0728_00_G.03
E:E5MB3KFUHA,0728_00_G.02
E:TIK6MIQCSI,0728_01_1.42
E:UD5BZYJ4VZ,0781_00_G.022
E:YEWQY2OYMA,0728_01_1.46
E:5S8WXCX7K8,0728_00_G.66
E:88K5A6P9C1,0728_00_G.58
E:YEWQY2OYMA,0728_01_1.25
E:237H4QFWF7,0728_00_G.02A
E:3AIK1J6B4H,0704_00_G.22
E:TIK6MIQCSI,0728_01_1.43
E:QLMVT1PI6D,0728_00_G.03A
E:7W59TKUEOV,0728_00_G.01
E:487VPBR1B3,0727_00_GB.26
E:1957TJZ5M4,0728_00_G.58
E:9G5GSONZB9,0728_00_G.66
E:EPMO2EADW8,0704_00_G.13.14
E:NRXE2MMFSN,0728_00_G.66
E:96YODAW8FC,0728_00_G.66
E:CLHCLZGBIZ,0728_00_G.58
E:3L2FMY1CDP,0728_00_G.45
E:JQCE9Y84R9,0728_00_G.45
E:XOVLD84A42,0728_00_G.45
E:E1C4F2U89X,0728_00_G.66
E:YEWQY2OYMA,0728_01_1.45
E:TIK6MIQCSI,0728_00_G.02A
E:EM747NJJLU,0732_00_XX
E:RQ56KNFIOB,0728_00_G.66
E:LTOGQ6D2BZ,0728_00_G.58
E:Z427Q3434J,0728_00_G.66
E:XBCHU4RYEU,0728_00_G.58
E:2MVORZQ4AY,0728_01_1.21
E:TN3H3O39IB,0728_01_1.21
E:UEBBC25C49-00011,0728_01_1.46
E:4XTFSD5VN6,0704_00_G.22
E:OVBWQDVKRV,0728_00_G.01
E:B2VM5OCA4I,0612_07_7.20
E:EX5TRQUEOO,0613_01_1.1208
E:933IX6OHRW,0613_01_1.1104
E:UBZM4N868C,0613_01_1.1104
E:4BR559HE9G,0640_00_G.0085_G.0088
E:HG1M1Z6RQ9,0613_01_1.1512
E:KEEOAMY2LE,0608_-1_B.7
E:KGTUNHYRJT,0613_03_3.3211
E:R77XK6WFA7,0613_01_1.1208
E:HKVTKVDRZ1,0612_07_7.15
E:AIVVGYR3YA,0612_07_7.15
E:XAJE3ZZ23H,0613_01_1.1104
E:W853O6DMYB-00001,0632_00_G.009
E:LQIC9BV76T-00001,0632_00_G.092
E:PK5Y7WUJKV,0632_00_G.092
E:85KVLROHUD,0639_00_G.02
E:SQ4UVQIP7M,0632_00_G.009
E:B7CLM9EZR7,0639_02_2.06
E:MSQ5GRHYMJ,0632_00_G.092
E:QFTPHXXNGL,0639_00_G.02
E:OCRHBMVFUZ,0632_00_G.092
E:B7PHH6QA4Y,0639_02_2.07
E:VPZZCGVDOX,0632_00_G.69
E:AS7DFFJKK1,0632_00_G.024
E:L7BM1D2NI9-00001,0632_00_G.009
E:OVRE7Z3WEN,0632_00_G.024
E:B7PHH6QA4Y-00001,0639_02_2.07
E:H21OPK9Z1U,0201_02_2.04
E:1WI4F28UBA,0335_00_G.09
E:9SLODJQOU7,0201_02_2.07
E:X2AP4T7MFX,0335_02_2.1
E:TLMQX8IC39,0201_02_2.07
E:14U219TQE7,0008_02_2.365
E:DW5V3IUGE2,0555_00_G.1
E:X8JPS6XACR,0335_00_G.13
E:5C17483CRK,0335_00_G.09
E:K5278XJYSX,0335_00_G.13
E:H6KGEWR2TG,0335_02_2.2
E:BVP7J5BDLQ,0227_03_3.30
E:8UGRYQJEVF,0113_01_1.434
E:2JPALEA987,0228_03_3.01
E:4G51IVMWYR,0335_02_2.2
E:XVTM8696YD,0201_02_2.05
E:2A4Q6E11N5,0201_02_2.04
E:SKJQHVJ2MM,0335_02_2.2
E:6WC83OT782,0335_02_2.2
E:2C5AT42AN7,0113_01M_01M.473
E:M1ZCHR9VM8,0113_01_1.26
E:BZERJ6LD3Z,0335_00_G.10
E:CKIWKGZLHP,0300_00_NG.01
E:AK97PP73CD,0201_02_2.05
E:KBMW6ZFWP1,0113_01_1.416
E:ONWIVRLJC7,0201_02_2.04
E:8QYJ7TB5HE,0335_00_G.10
E:W8NODX7PTL,0335_02_2.2
E:TWELP687S2,0227_03_3.13
E:I4DOBRUMGD,0228_03_3.01
E:4XP8IPGBSN,0201_02_2.05
E:M68OETZ86G,0335_01_1.2
E:89INZGKPRQ,0008_02_2.365
E:SDN69VIXFJ,0113_01_1.434
E:MCINU9PN3N,0335_00_G.13
E:IWPEYMQZGB-00001,LectureTheatre_ChambersStreetMuseum
E:MY8DGNM3Q1,0300_00_NG.01
E:6T5MVMS3KB,GreatHall_NicolsonSquare
E:MJ76Z6KO49-00001,0601_00_G.20
E:69G32LHGH4,0668_01_1.18
E:EYHOH5APB3,0601_00_G.21
E:8F4M91ILRB,0601_00_G.21
E:DJ39Y71D5W,0668_01_1.18
E:V399IGRCA2-00001,0601_00_G.20
E:14IZX19VSX,0615_00_G.165
E:K68Y7HQTMN,0601_00M_G.11(M)
E:GC7T8GQ98K,0616_00_00.01-E
E:ZMO18GSQ1W-00001,0601_00_G.20
E:ACDWLJFFB4,0601_00_G.21
E:H3UVM139MX,0601_00_G.21
E:UOYT5QGZ3K-00001,0615_00_G.168
E:OPB9A5YR2K-00001,0601_00_G.20
E:UA8SHR5ZVE-00001,0601_00_G.20
E:C3XRWMVYA9-00001,0601_00_G.20
E:P8W1J7DQIK,0601_00_G.21
E:BWT9QNQR44,0601_00_G.21
E:XWF1VVPGY4,0615_00_G.165
E:FHE4VGYF9L-00001,0601_00_G.20
E:UOYT5QGZ3K,0615_00_G.168
E:ON5OI5BDFX,0616_00_00.01-E
E:X51BW6M7WI,0601_00_G.21
E:TUZAMTQR9B,0601_00_G.21
E:W7A1V4QFFD-00001,0601_00_G.20
E:ZK9RAHA28H,0601_00_G.21
E:ITKL2BFEBY-00001,0615_00_G.168
E:H13OS9HFCD,0615_00_G.165
E:7RIJOQY1SJ,0601_00_G.21
E:5EFDMJUBY8,0616_00_00.01-E
E:VLFLTZ2AI1,0601_00_G.21
E:X65N95P7YI,0616_00_00.01-E
E:ZPBQP7FDSS,0668_01_1.18
E:D8M4RAO8M7-00001,0601_00_G.20
E:T1SO7BOH2U-00001,0601_00_G.20
E:D1WBPWOXW2,0601_00_G.21
E:1BZRJK6J78,0615_00_G.165
E:PHTGJ2CM6F,0601_00_G.21
E:5MHGU9LNKN-00001,0640_01_1.0115
E:RN2S1VH2H1-00001,0601_00_G.20
E:UQGYNTOQJW-00001,0601_00_G.20
E:5SE3VF884T,0615_00_G.165
E:69G32LHGH4-00001,0668_01_1.18
E:6HOX5GPFRC-00001,0601_00_G.20
E:448SWKE77G-00001,0601_00_G.20
E:HUPQ6K3CZL,0601_00M_G.11(M)
E:WTMJ46F7J5,0654_00_G.09
E:R91XXNUFY8-00001,0654_00_G.32
E:BQO9MO91RE,0668_01_1.18
E:FOWM6339O6-00001,0601_00_G.20
E:ITKL2BFEBY,0615_00_G.168
E:564KATNKEJ,0601_00_G.21
E:F52DLLPUWD,0601_00_G.21
E:FBBCVJXA7N,0612_07_7.20
E:SN5MKDEM4Z,0601_00_G.21
E:WQPCERNXPY-00001,0601_00_G.20
E:STOQT6QM49-00001,0654_00_G.31
E:4EZYUPHXEC,0615_00_G.165
E:AGKAD1L3J2,0615_00_G.165
E:AC6VEPPWVC,0654_01_1.20
E:XZWWAQYKAJ-00001,0311_04_4.08
E:4XXQ1SJGHD-00001,0621_01_1.301
E:8D1QG2I111-00001,0654_01_1.20
E:F69O9CEUXI-00001,0608_00_G.27
E:YPURQNHRQC-00004,0633_03_3.304B
E:7BDRRM4SGF-00002,0103_03_3.D02
E:B8RFTY7U4H,0654_00_G.10
E:OK6P4T84E2,0310_00_G.06
E:R6UP2AS1XO,0001_00_G.159
E:UJ5EW1BRPT,0310_00_G.06
E:3ANKEC3J5M,GreatHall_NicolsonSquare
E:2ZAQMX5YN7,0654_00_G.13
E:83TTB8VBG6-00025,0335_00_G.13
E:KV7L7IXW3L,0551_01_1.18
E:JCAPNEMUC4-00009,0210_00_G.04
E:BXXPW55AH2,0113_00_G.10
E:H9NTAGKAYT,0450_02_2.35
E:UTF1AR8PIQ,0001_02_2.349
E:4GA8XPDYR1,0300_00_NG.01
E:N35SOPL6KZ,0335_02_2.14
E:96IYP6SPAJ,0001_02_2.347
E:FF662ASNG2,0001_02_2.349
E:NYVQI9TXI6,0335_02_2.1
E:PV88878L5V-00001,0335_05_5.2
E:UT31FZG3K3-00002,0001_02_2.349
E:D89AQ3YFI7,0113_00_G.152
E:ZDDDMNLLWE,0229_01_1.A
E:4B8CT62C1M,0001_02_2.351
E:JM72I5R9MS,0001_01_1.273
E:22T5VYYPDE,0335_03_3.4
E:GYDKJSOOQT,0113_00_G.07
E:5FL6X8YFVH,0001_01_1.276
E:3NV6U3JQMZ,0214_00_G.26
E:GHVGE8EZN8,0229_01_1.C
E:F5NO12IZEC,0008_02_2.403
E:KUXTPGC84F,0103_01_1.B15
E:A4BROJVPCE,0001_01_1.264
E:XPMBZVQ5UH-00002,0001_00_G.158
E:RFPZHH4S2A,0252_03_3.3
E:ZS8MZ7JGPH,0113_00_G.152
E:64V6CWUPO4,0335_04_4.3
E:IKTOKMYF1K,0558_04_4.4
E:DQT199JGQF,0228_03_3.01
E:H7R5ANIFVP,0201_02_2.11
E:SRGUOHEEFB,0252_01_1.4
E:86J5J6E8WC,0201_02_2.11
E:FOEJG7GQ4Z-00002-00001,0613_06_6.6301
E:FOEJG7GQ4Z-00009,0613_06_6.6301
E:FOEJG7GQ4Z-00005-00001,0613_06_6.6301
E:FOEJG7GQ4Z-00004-00001,0613_06_6.6301
E:FOEJG7GQ4Z-00003-00001,0613_06_6.6301
