scenario,student_id,programme,n_scheduled_events,clash_count,has_clash,days_considered,free_lunch_days,has_majority_lunch
S1,Student11592,Physical Education MA (Hons) (Year 2),10,5,1,3,2,1
S1,Student11593,Health in Social Science (PHD) (Year 1),5,3,1,2,0,0
S1,Student11594,Law and Sociology (LLB Hons) (Year 3),5,1,1,3,2,1
S1,Student11596,Ancient and Medieval History (MA Hons) (Year 3),6,1,1,3,1,0
S1,Student11597,Electronics and Computer Science (BEng Hons) (Year 3),9,1,1,5,1,0
S1,Student11599,Artificial Intelligence and Computer Science (BSc Hons) (Year 3),14,6,1,4,2,0
S1,Student11600,Philosophy and Theology (MA Hons) (Year 3),4,0,0,3,3,1
S1,Student11601,Electronics and Electrical Engineering (BEng Hons) (Year 3),9,1,1,5,3,1
S1,Student11603,Computer Science and Management Science (BSc Hons) (Year 3),11,2,1,5,2,0
S1,Student11604,Chemistry (BSc Hons) (Year 3),8,2,1,3,1,0
S1,Student11605,Interior Design (BA Hons) (Year 3),7,3,1,4,2,0
S1,Student11606,Artificial Intelligence and Computer Science (BSc Hons) (Year 3),12,2,1,5,3,1
S1,Student11607,Psychology and Business MA (Hons) (Year 3),11,3,1,4,3,1
S1,Student11608,Accounting and Finance (MA Hons) (Year 3),8,1,1,4,3,1
S1,Student11609,Product Design (BA Hons) (Year 3),2,0,0,2,2,1
S1,Student11611,Business with Enterprise and Innovation MA (Hons) (Year 3),6,0,0,4,3,1
S1,Student11612,Landscape Architecture (MA Hons) (Year 3),2,0,0,1,0,0
S1,Student11613,Mechanical Engineering (MEng Hons) (Year 3),8,1,1,5,3,1
S1,Student11614,English Literature (MA Hons) (Year 3),4,0,0,3,1,0
S1,Student11615,Product Design (BA Hons) (Year 3),2,0,0,2,2,1
S1,Student11616,Applied Sport Science (BSc Hons) (Year 2),15,4,1,4,2,0
S1,Student11617,English Literature (MA Hons) (Year 3),4,0,0,2,2,1
S1,Student11618,Mathematics and Statistics (BSc Hons) (Year 2),9,0,0,5,4,1
S1,Student11619,Business Management MA (Hons) (Year 3),9,3,1,3,1,0
S1,Student11620,Geography (MA Hons) (Year 2),7,1,1,3,1,0
S1,Student11621,Ancient and Medieval History (MA Hons) (Year 3),3,0,0,3,2,1
S1,Student11622,Mechanical Engineering (MEng Hons) (Year 3),9,1,1,5,3,1
S1,Student11623,History and Economics MA (Hons) (Year 2),13,3,1,5,2,0
S1,Student11624,History (MA Hons) (Year 2),8,1,1,4,2,0
S1,Student11625,Biological Sciences (Molecular Biology) (BSc Hons) (Year 3),12,6,1,5,3,1
S1,Student11626,History of Art (MA Hons) (Year 3),2,0,0,2,2,1
S1,Student11627,Geography (BSc Hons) (Year 2),9,2,1,5,5,1
S1,Student11628,Law (LLB Hons) (Year 3),3,0,0,3,2,1
S1,Student11629,History of Art (MA Hons) (Year 3),4,1,1,2,2,1
S1,Student11630,Economics (MA Hons) (Year 2),12,3,1,3,0,0
S1,Student11631,Semester 1 Courses for Visiting Students PHY (Year 1),7,1,1,3,1,0
S1,Student11632,"Arts, Humanities and Social Science (BA) (AHSS) (PPL) - (Full-time) (Year 3)",7,0,0,4,1,0
S1,Student11634,Mechanical Engineering (BEng Hons) (Year 3),10,3,1,5,3,1
S1,Student11635,Economics (MA Hons) (Year 3),11,8,1,4,3,1
S1,Student11636,Applied Mathematics (BSc Hons) (Year 3),6,2,1,3,2,1
S1,Student11637,Ancient Mediterranean Civilisations (MA Hons) (Year 3),2,0,0,2,1,0
S1,Student11638,Geography (BSc Hons) (Year 3),5,0,0,3,2,1
S1,Student11639,Chemistry (BSc Hons) (Year 3),14,3,1,5,0,0
S1,Student11640,Geology (MEarthSci) (Year 3),10,7,1,5,4,1
S1,Student11641,Philosophy and Psychology (MA Hons) (Year 3),4,0,0,4,4,1
S1,Student11642,Physics (BSc Hons) (Year 3),24,10,1,5,0,0
S1,Student11643,Linguistics and English Language (MA Hons) (Year 3),7,2,1,3,1,0
S1,Student11644,Finance and Business MA (Hons) (Year 3),5,0,0,2,0,0
S1,Student11646,English Literature (MA Hons) (Year 3),4,0,0,3,3,1
S1,Student11647,History (MA Hons) (Year 3),4,1,1,3,2,1
S1,Student11649,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),10,0,0,4,2,0
S1,Student11650,Russian Studies and History (MA Hons) (Year 2),12,3,1,5,3,1
S1,Student11651,Electronics and Electrical Engineering (BEng Hons) (Year 3),9,1,1,5,2,0
S1,Student11652,Finance and Business MA (Hons) (Year 3),4,0,0,2,1,0
S1,Student11653,Ancient and Medieval History (MA Hons) (Year 3),5,0,0,4,2,0
S1,Student11655,Mathematics and Statistics (BSc Hons) (Year 4),5,0,0,3,1,0
S1,Student11656,English Literature (MA Hons) (Year 3),3,0,0,2,2,1
S1,Student11657,Philosophy and Theology (MA Hons) (Year 2),9,2,1,4,2,0
S1,Student11658,Physics (BSc Hons) (Year 3),22,8,1,5,0,0
S1,Student11659,Philosophy and Theology (MA Hons) (Year 3),3,0,0,2,1,0
S1,Student11660,Economics with Management Science (MA Hons) (Year 3),8,2,1,4,2,0
S1,Student11661,Electronics and Electrical Engineering (BEng Hons) (Year 2),13,3,1,5,3,1
S1,Student11662,Psychology (BSc Hons) - 4 Years (Full-time) (Year 3),7,1,1,2,1,0
S1,Student11663,Physical Education MA (Hons) (Year 3),2,1,1,1,1,1
S1,Student11664,Economics (MA Hons) (Year 2),8,4,1,4,2,0
S1,Student11666,Philosophy and Politics (MA Hons) (Year 3),5,0,0,3,1,0
S1,Student11667,Physics (MPhys) (Year 3),20,6,1,5,0,0
S1,Student11668,Architecture (MA Hons) (Year 3),9,5,1,3,2,1
S1,Student11669,"Arts, Humanities and Social Science (BA) (AHSS) (LLC) - (Full-time) (Year 3)",6,2,1,3,1,0
S1,Student11670,Physical Education MA (Hons) (Year 3),2,1,1,1,1,1
S1,Student11671,Mechanical Engineering (MEng Hons) (Year 3),9,2,1,5,3,1
S1,Student11672,Mechanical Engineering (MEng Hons) (Year 3),9,1,1,5,3,1
S1,Student11673,Cognitive Science (Humanities) (MA Hons) (Year 3),11,1,1,5,4,1
S1,Student11674,French and Spanish (MA Hons) (Year 2),17,4,1,5,1,0
S1,Student11675,Physics (MPhys) (Year 3),22,7,1,5,0,0
S1,Student11677,Mathematics and Statistics (BSc Hons) (Year 3),6,2,1,3,2,1
S1,Student11678,Electronics and Electrical Engineering (MEng Hons) (Year 3),9,1,1,5,2,0
S1,Student11679,Economics with Finance (MA Hons) (Year 3),8,4,1,4,2,0
S1,Student11680,Theology MA(Hons) (Year 3),2,0,0,2,2,1
S1,Student11681,Linguistics and English Language (MA Hons) (Year 3),11,2,1,5,5,1
S1,Student11682,Pharmacology BSc (Hons) (Year 3),10,2,1,4,0,0
S1,Student11683,Accounting and Finance (MA Hons) (Year 2),8,1,1,3,2,1
S1,Student11684,Medical Anthropology (MSc) (Full-time) (Year 1),3,0,0,3,1,0
S1,Student11685,Business and Economics MA (Hons) (Year 2),13,5,1,3,0,0
S1,Student11686,Economics (MA Hons) (Year 3),7,2,1,3,1,0
S1,Student11687,English Language and Literature (MA Hons) (Year 3),5,0,0,4,3,1
S1,Student11688,History (MA Hons) (Year 2),7,1,1,4,2,0
S1,Student11689,Economics and Mathematics (MA Hons) (Year 3),12,3,1,4,1,0
S1,Student11690,Geography (MA Hons) (Year 2),9,1,1,4,0,0
S1,Student11691,Politics (MA Hons) (Year 3),6,1,1,3,1,0
S1,Student11692,Business Management MA (Hons) (Year 2),8,0,0,4,3,1
S1,Student11693,History of Art (MA Hons) (Year 2),7,1,1,4,4,1
S1,Student11694,Archaeology and Ancient History MA (Hons) (Year 3),1,0,0,1,1,1
S1,Student11695,Study Abroad/Exchange Programme: Semester 1 (CAHSS) (Year 1),7,3,1,4,3,1
S1,Student11696,Finance and Business MA (Hons) (Year 3),4,0,0,2,1,0
S1,Student11697,Interior Design (BA Hons) (Year 3),7,3,1,4,2,0
S1,Student11698,Sociology (MA Hons) (Year 3),7,0,0,4,1,0
S1,Student11699,Finance and Business MA (Hons) (Year 3),11,3,1,4,3,1
S1,Student11700,History (MA Hons) (Year 3),4,1,1,2,1,0
S1,Student11701,Economics with Finance (MA Hons) (Year 3),7,2,1,4,3,1
S1,Student11702,Psychology (BSc Hons) - 4 Years (Full-time) (Year 3),7,1,1,4,3,1
S1,Student11703,Electronics and Electrical Engineering (BEng Hons) (Year 3),9,1,1,4,1,0
S1,Student11704,Chemistry (MChem) (Year 3),15,3,1,5,1,0
S1,Student11705,Business Management MA (Hons) (Year 3),9,2,1,5,3,1
S1,Student11706,Mental Health in Children and Young People: Psychological Approaches (Online Learning) (ICL) (MSc) - 2-6 Years (Year 3),1,0,0,1,1,1
S1,Student11707,Chemistry (BSc Hons) (Year 3),14,3,1,5,0,0
S1,Student11708,Italian and History of Art (MA Hons) (Year 3),1,0,0,1,1,1
S1,Student11709,International Relations (MA Hons) (Year 3),5,1,1,4,2,0
S1,Student11710,Chemistry (BSc Hons) (Year 3),10,3,1,3,1,0
S1,Student11711,History (MA Hons) (Year 3),5,2,1,2,2,1
S1,Student11712,Business Management MA (Hons) (Year 3),4,0,0,2,1,0
S1,Student11713,Civil Engineering (BEng Hons) (Year 3),7,3,1,3,2,1
S1,Student11714,Mathematics and Statistics (BSc Hons) (Year 3),8,3,1,4,3,1
S1,Student11715,Law (LLB Hons) (Year 3),2,0,0,2,1,0
S1,Student11717,Electronics and Electrical Engineering (MEng Hons) (Year 4),9,0,0,4,0,0
S1,Student11718,Applied Sport Science (BSc Hons) (Year 3),7,2,1,4,3,1
S1,Student11719,Business Management MA (Hons) (Year 3),11,3,1,4,1,0
S1,Student11720,Electronics and Computer Science (BEng Hons) (Year 3),11,2,1,4,1,0
S1,Student11721,"Biological Sciences (Development, Regeneration and Stem Cells) (BSc Hons) (Year 3)",14,8,1,5,3,1
S1,Student11722,Politics (MA Hons) (Year 3),4,0,0,3,2,1
S1,Student11723,Chemical Engineering (BEng Hons) (Year 3),4,0,0,3,0,0
S1,Student11724,History and History of Art (MA Hons) (Year 3),4,0,0,3,3,1
S1,Student11726,Law (LLB Hons) (Year 3),3,0,0,2,0,0
S1,Student11727,English Literature (MA Hons) (Year 2),5,0,0,4,2,0
S1,Student11728,Biological Sciences (Biotechnology) (BSc Hons) (Year 3),7,1,1,5,3,1
S1,Student11729,Law (LLB Hons) (Year 3),7,0,0,4,3,1
S1,Student11732,Business with Decision Analytics MA (Hons) (Year 3),10,5,1,4,4,1
S1,Student11734,Geophysics and Meteorology with Professional Placement (MEarthPhys) (Year 3),9,1,1,4,1,0
S1,Student11735,History of Art (MA Hons) (Year 3),4,0,0,2,2,1
S1,Student11736,English Literature (MA Hons) (Year 2),11,2,1,5,2,0
S1,Student11737,Ancient and Medieval History (MA Hons) (Year 3),3,0,0,3,1,0
S1,Student11738,History of Art (MA Hons) (Year 2),10,1,1,4,2,0
S1,Student11739,French and History of Art (MA Hons) (Year 3),1,0,0,1,1,1
S1,Student11740,Psychology (BSc Hons) - 4 Years (Full-time) (Year 3),8,1,1,3,1,0
S1,Student11741,Social Policy with Quantitative Methods (MA Hons) (Full-time) (Year 3),2,0,0,2,2,1
S1,Student11742,Mathematics (BSc Hons) (Year 2),12,0,0,5,3,1
S1,Student11743,Psychotherapy and Counselling (DPsych) - 4 Years (Full-time) (Year 3),2,1,1,1,1,1
S1,Student11744,Geography (MA Hons) (Year 3),6,0,0,3,1,0
S1,Student11745,Biological Sciences (Biochemistry) (BSc Hons) (Year 3),13,8,1,5,3,1
S1,Student11746,Chemical Engineering (MEng Hons) (Year 3),4,0,0,3,0,0
S1,Student11747,Economics with Finance (MA Hons) (Year 3),7,2,1,4,3,1
S1,Student11748,Economics with Management Science (MA Hons) (Year 3),9,3,1,4,3,1
S1,Student11749,Psychology (BSc Hons) - 4 Years (Full-time) (Year 3),7,0,0,4,2,0
S1,Student11750,Religious Studies (MA Hons) (Year 3),3,0,0,3,2,1
S1,Student11751,Design PhD - 3 Years (Full-Time) (Year 1),1,0,0,1,1,1
S1,Student11752,History and Scottish History (MA Hons) (Year 3),3,1,1,2,2,1
S1,Student11753,International Relations (MA Hons) (Year 2),12,5,1,5,5,1
S1,Student11754,Chemistry (BSc Hons) (Year 3),15,3,1,5,1,0
S1,Student11755,Economics (MA Hons) (Year 3),8,2,1,4,2,0
S1,Student11756,Mechanical Engineering (BEng Hons) (Year 3),9,1,1,5,3,1
S1,Student11757,Sustainable Development (Geography) MA (Hons) - 4 Years (Full-Time) (Year 3),4,1,1,3,3,1
S1,Student11758,Sport Management (BSc Hons) (Year 3),10,8,1,3,3,1
S1,Student11759,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),6,0,0,4,1,0
S1,Student11760,Chemical Engineering (MEng Hons) (Year 4),9,1,1,4,2,0
S1,Student11761,Business Management MA (Hons) (Year 2),9,0,0,5,4,1
S1,Student11762,International Relations (MA Hons) (Year 3),6,1,1,3,0,0
S1,Student11763,Civil Engineering (MEng Hons) (Year 2),1,0,0,1,1,1
S1,Student11764,Chemistry (MChem) (Year 3),8,3,1,3,1,0
S1,Student11765,Biological Sciences (Plant Science) (BSc Hons) (Year 3),10,3,1,5,3,1
S1,Student11767,Applied Sport Science (BSc Hons) (Year 3),6,2,1,4,4,1
S1,Student11768,Mathematics (MMath Hons) (Year 3),8,3,1,3,1,0
S1,Student11769,Illustration (BA Hons) (Year 3),5,1,1,4,2,0
S1,Student11771,Acoustics and Music Technology BSc (Hons) (Year 3),2,1,1,1,0,0
S1,Student11772,Philosophy and Mathematics (MA Hons) (Year 3),7,1,1,4,4,1
S1,Student11773,Law (LLB Hons) (Year 2),20,9,1,5,0,0
S1,Student11774,English Literature (MA Hons) (Year 3),4,0,0,2,2,1
S1,Student11775,Animation (BA Hons) (Year 3),3,0,0,2,1,0
S1,Student11776,English Literature (MA Hons) (Year 3),4,0,0,3,3,1
S1,Student11777,Medicinal and Biological Chemistry (BSc Hons) (Year 3),10,3,1,3,1,0
S1,Student11778,Biological Sciences (Zoology) (BSc Hons) (Year 3),13,6,1,4,2,0
S1,Student11779,Accounting and Finance (MA Hons) (Year 3),5,1,1,2,1,0
S1,Student11780,Jewellery and Silversmithing (BA Hons) (Year 3),6,0,0,4,1,0
S1,Student11781,Geography (MA Hons) (Year 3),8,1,1,3,1,0
S1,Student11782,Economics with Finance (MA Hons) (Year 2),12,2,1,5,1,0
S1,Student11783,Geology (BSc Hons) (Year 3),10,7,1,5,4,1
S1,Student11784,Geography and Archaeology (MA Hons) (Year 3),4,1,1,3,3,1
S1,Student11785,Social Policy and Politics (MA Hons) (Year 3),4,0,0,3,2,1
S1,Student11786,Finance and Business MA (Hons) (Year 3),4,0,0,2,1,0
S1,Student11788,Artificial Intelligence and Computer Science (BSc Hons) (Year 3),12,2,1,5,3,1
S1,Student11789,Architecture (PhD) (Full-time) (Year 1),1,0,0,1,1,1
S1,Student11790,Chemistry (MChem) (Year 4),12,7,1,5,4,1
S1,Student11791,Sustainable Development (Sociology) MA (Hons) - 4 Years (Full-Time) (Year 3),6,0,0,4,3,1
S1,Student11792,Biological Sciences (Molecular Genetics) (BSc Hons) (Year 3),13,8,1,5,3,1
S1,Student11793,Economics (MA Hons) (Year 3),6,2,1,4,3,1
S1,Student11794,English Literature (MA Hons) (Year 3),4,0,0,3,3,1
S1,Student11795,Biological Sciences (Biochemistry) (BSc Hons) (Year 3),19,23,1,5,3,1
S1,Student11796,Mathematics and Statistics (BSc Hons) (Year 3),9,2,1,5,4,1
S1,Student11797,Law (LLB Hons) (Year 2),12,8,1,5,3,1
S1,Student11798,Textiles (BA Hons) (Year 2),4,1,1,2,1,0
S1,Student11799,Neuroscience BSc (Hons) (Year 4),7,3,1,3,1,0
S1,Student11800,Mathematics and Physics (BSc Hons) (Year 2),14,1,1,5,2,0
S1,Student11801,Physical Education MA (Hons) (Year 3),3,1,1,2,2,1
S1,Student11802,Biomedical Sciences BSc (Hons) (Year 3),3,3,1,1,1,1
S1,Student11803,Philosophy and Theology (MA Hons) (Year 3),6,0,0,4,3,1
S1,Student11804,Psychotherapy and Counselling (DPsych) - 4 Years (Full-time) (Year 3),2,1,1,1,1,1
S1,Student11805,Sociology (MA Hons) (Year 3),6,0,0,4,0,0
S1,Student11806,Economics and Mathematics (MA Hons) (Year 3),13,4,1,4,3,1
S1,Student11807,International Business (MA Hons) (Year 2),8,0,0,5,4,1
S1,Student11809,Economics with Finance (MA Hons) (Year 3),6,4,1,2,1,0
S1,Student11810,Architecture (MA Hons) (Year 3),10,5,1,4,3,1
S1,Student11811,Medicinal and Biological Chemistry (MChem) (Year 3),9,2,1,3,1,0
S1,Student11812,Geography (BSc Hons) (Year 3),3,0,0,3,2,1
S1,Student11813,Biological Sciences (Immunology) (BSc Hons) (Year 3),14,6,1,5,2,0
S1,Student11814,Physics (MPhys) (Year 3),22,9,1,5,0,0
S1,Student11815,Social Anthropology (MA Hons) (Year 3),6,0,0,3,1,0
S1,Student11816,International Relations (MA Hons) (Year 3),4,1,1,2,1,0
S1,Student11817,Interdisciplinary Futures (MA) (Year 1),1,0,0,1,1,1
S1,Student11819,History (MA Hons) (Year 3),4,0,0,4,3,1
S1,Student11820,Philosophy and Politics (MA Hons) (Year 3),5,0,0,3,1,0
S1,Student11821,Finance and Business MA (Hons) (Year 3),5,0,0,3,2,1
S1,Student11822,History of Art (MA Hons) (Year 2),5,0,0,4,4,1
S1,Student11823,Mathematics (BSc Hons) (Year 3),6,2,1,2,0,0
S1,Student11824,Classical Studies (MA Hons) (Year 3),2,0,0,2,1,0
S1,Student11825,Social Policy and Economics (MA Hons) (Year 3),6,3,1,2,1,0
S1,Student11826,International Relations (MA Hons) (Year 3),6,2,1,3,1,0
S1,Student11827,Ecological and Environmental Sciences (BSc Hons) (Year 2),10,3,1,5,3,1
S1,Student11828,Economics with Finance (MA Hons) (Year 3),8,2,1,3,2,1
S1,Student11829,Illustration (BA Hons) (Year 3),5,1,1,4,3,1
S1,Student11830,Biomedical Sciences BSc (Hons) (Year 3),7,2,1,4,1,0
S1,Student11831,Sociology (MA Hons) (Year 2),3,0,0,2,0,0
S1,Student11832,English Literature (MA Hons) (Year 3),3,0,0,2,2,1
S1,Student11833,Business with Marketing MA (Hons) (Year 2),7,0,0,3,2,1
S1,Student11834,Applied Sport Science (BSc Hons) (Year 3),7,2,1,4,3,1
S1,Student11835,Music (BMus) (Year 3),1,0,0,1,0,0
S1,Student11836,Artificial Intelligence and Computer Science (BSc Hons) (Year 3),12,2,1,4,2,0
S1,Student11837,Electronics and Electrical Engineering (BEng Hons) (Year 3),9,1,1,5,3,1
S1,Student11838,Electronics and Electrical Engineering (BEng Hons) (Year 3),9,1,1,4,1,0
S1,Student11839,Economics and Statistics (MA Hons) (Year 3),10,3,1,4,2,0
S1,Student11840,Economics (MA Hons) (Year 3),11,8,1,4,1,0
S1,Student11841,Painting BA (Hons) (Year 3),6,1,1,4,3,1
S1,Student11842,Philosophy and Theology (MA Hons) (Year 3),5,0,0,3,1,0
S1,Student11843,Electronics and Computer Science (MEng Hons) (Year 3),11,1,1,4,0,0
S1,Student11844,Music (BMus) (Year 3),1,0,0,1,1,1
S1,Student11845,Accounting and Finance (MA Hons) (Year 3),5,0,0,3,2,1
S1,Student11846,History (MA Hons) (Year 3),5,1,1,2,1,0
S1,Student11847,Applied Mathematics (BSc Hons) (Year 3),6,2,1,3,2,1
S1,Student11848,Philosophy and Theology (MA Hons) (Year 3),5,1,1,4,4,1
S1,Student11849,Architectural History and Heritage MA(Hons) (Year 3),4,0,0,3,1,0
S1,Student11850,Economics with Finance (MA Hons) (Year 3),8,2,1,3,1,0
S1,Student11852,Geography (BSc Hons) (Year 3),5,0,0,3,2,1
S1,Student11853,Physical Education MA (Hons) (Year 3),3,1,1,2,2,1
S1,Student11854,Law (LLB Hons) (Year 2),11,7,1,4,3,1
S1,Student11855,Social Policy and Politics (MA Hons) (Year 3),4,0,0,3,3,1
S1,Student11856,Geography (MA Hons) (Year 2),8,1,1,3,0,0
S1,Student11857,International Relations (MA Hons) (Year 2),9,2,1,4,2,0
S1,Student11858,Business and Economics MA (Hons) (Year 3),7,2,1,4,2,0
S1,Student11859,Structural and Fire Safety Engineering (MEng Hons) (Year 3),9,3,1,4,3,1
S1,Student11860,Computer Science and Physics (BSc Hons) (Year 3),11,5,1,4,3,1
S1,Student11861,Economics with Finance (MA Hons) (Year 3),5,2,1,3,2,1
S1,Student11862,Computer Science (BEng Hons) (Year 3),13,4,1,4,2,0
S1,Student11863,Sociology (MA Hons) (Year 3),7,0,0,4,1,0
S1,Student11864,"Biological Sciences (Development, Regeneration and Stem Cells) (BSc Hons) (Year 3)",15,11,1,4,1,0
S1,Student11865,Biological Sciences (Genetics) (BSc Hons) (Year 3),13,6,1,5,1,0
S1,Student11866,History (MA Hons) (Year 3),3,0,0,3,3,1
S1,Student11867,Chemistry (BSc Hons) (Year 3),10,3,1,3,1,0
S1,Student11868,Film and Television (BA Hons) (Year 3),4,0,0,3,3,1
S1,Student11869,Illustration (BA Hons) (Year 3),4,1,1,3,2,1
S1,Student11870,Physical Education MA (Hons) (Year 3),3,1,1,2,2,1
S1,Student11872,Pharmacology BSc (Hons) (Year 3),12,8,1,3,0,0
S1,Student11873,Nursing (BN) (Year 3),5,0,0,3,2,1
S1,Student11874,English Literature (MA Hons) (Year 2),8,1,1,4,0,0
S1,Student11875,Mechanical Engineering (BEng Hons) (Year 3),9,1,1,5,3,1
S1,Student11876,Politics (MA Hons) (Year 3),8,1,1,3,0,0
S1,Student11877,Sociology (MA Hons) (Year 2),5,0,0,3,1,0
S1,Student11878,Business with Marketing MA (Hons) (Year 2),7,0,0,3,2,1
S1,Student11879,Economics with Management Science (MA Hons) (Year 2),12,4,1,3,0,0
S1,Student11880,English Literature (MA Hons) (Year 3),3,0,0,2,2,1
S1,Student11881,Classical Studies (MA Hons) (Year 3),2,0,0,2,1,0
S1,Student11882,Business Management MA (Hons) (Year 3),3,0,0,3,3,1
S1,Student11883,English Literature and Classics (MA Hons) (Year 2),8,1,1,4,3,1
S1,Student11884,Sociology (MA Hons) (Year 3),6,0,0,4,2,0
S1,Student11885,Accounting and Finance (MA Hons) (Year 3),6,0,0,3,2,1
S1,Student11886,Business Management MA (Hons) (Year 3),8,0,0,5,3,1
S1,Student11887,Biomedical Sciences BSc (Hons) (Year 2),14,3,1,4,2,0
S1,Student11888,Neuroscience BSc (Hons) (Year 2),13,1,1,5,1,0
S1,Student11889,Chemistry (BSc Hons) (Year 3),7,2,1,3,1,0
S1,Student11890,Education (PhD) (Full-time) (Year 3),1,0,0,1,1,1
S1,Student11891,Philosophy (MA Hons) (Year 2),9,1,1,5,2,0
S1,Student11892,Architecture (MA Hons) (Year 3),9,5,1,3,2,1
S1,Student11893,Chemistry (MChem) (Year 3),17,6,1,5,1,0
S1,Student11894,Philosophy and Theology (MA Hons) (Year 3),4,0,0,3,3,1
S1,Student11895,Ecological and Environmental Sciences (BSc Hons) (Year 3),5,1,1,3,2,1
S1,Student11896,Psychology (BSc Hons) - 4 Years (Full-time) (Year 3),7,0,0,4,1,0
S1,Student11897,History (MA Hons) (Year 3),4,0,0,4,4,1
S1,Student11898,Finance and Business MA (Hons) (Year 3),3,0,0,2,2,1
S1,Student11899,English Literature and History (MA Hons) (Year 2),7,1,1,3,2,1
S1,Student11900,Social Anthropology and Politics (MA Hons) (Year 2),10,3,1,4,2,0
S1,Student11901,Business and Law MA (Hons) (Year 3),11,3,1,5,5,1
S1,Student11902,Applied Sport Science (BSc Hons) (Year 3),6,2,1,4,4,1
S1,Student11904,Economics (MA Hons) (Year 3),10,2,1,5,2,0
S1,Student11905,Ecological and Environmental Sciences (BSc Hons) (Year 3),6,2,1,3,2,1
S1,Student11906,Mathematics and Statistics (BSc Hons) (Year 3),9,2,1,5,4,1
S1,Student11907,Accounting and Finance (MA Hons) (Year 3),7,0,0,4,3,1
S1,Student11908,Sociology (MA Hons) (Year 3),6,0,0,4,2,0
S1,Student11909,History and Politics (MA Hons) (Year 3),2,0,0,2,1,0
